cik,ticker,label,subset,Fiscal Period,Cost of Goods Sold,Depreciation Depletion Amortization,EBIT,EBITDA,Gross Profit,Long-Term Debt,Market Cap,Net Income,Retained Earnings,Revenue,Total Assets,Total Current Assets,Total Current Liabilities,Total Inventories,Total Liabilities,Total Operating Expense,Total Receivables
891103,MTCH,False,test,Dec 2016,756.0,151.0,28.0,179.0,2384.0,1582.0,3259.0,-41.0,290.0,3140.0,4646.0,1843.0,713.0,24.0,2602.0,2141.0,261.0
891103,MTCH,False,test,Dec 2017,651.0,116.0,172.0,289.0,2656.0,1979.0,6497.0,305.0,595.0,3307.0,5868.0,2125.0,800.0,24.0,2878.0,2468.0,337.0
891103,MTCH,False,test,Dec 2018,410.0,36.0,557.0,593.0,1320.0,2246.0,9864.0,627.0,1259.0,1730.0,6875.0,2763.0,884.0,24.0,3257.0,770.0,359.0
891103,MTCH,False,test,Dec 2019,527.0,43.0,643.0,687.0,1524.0,2890.0,13578.0,454.0,1690.0,2051.0,8365.0,3708.0,1010.0,24.0,4422.0,879.0,116.0
891103,MTCH,False,test,Dec 2020,636.0,41.0,762.0,803.0,1755.0,3841.0,40418.0,162.0,-8422.0,2391.0,3046.0,1020.0,500.0,24.0,4459.0,1002.0,137.0
820081,CBM,False,train,Dec 2014,256.4,22.1,106.6,128.6,177.0,300.0,1497.4,57.2,245.7,433.3,505.5,259.3,129.8,109.9,194.7,70.4,98.2
820081,CBM,False,train,Dec 2015,256.4,22.1,106.6,128.6,177.0,300.0,1497.4,57.2,245.7,433.3,505.5,259.3,129.8,109.9,194.7,70.4,98.2
820081,CBM,False,train,Dec 2016,286.3,24.7,132.1,156.7,204.4,300.0,1744.9,81.7,327.4,490.6,611.9,322.7,95.5,123.2,206.4,72.3,117.4
820081,CBM,False,train,Dec 2017,304.2,31.8,144.4,176.3,230.3,300.0,1576.6,102.5,429.8,534.5,740.6,422.1,82.5,138.5,195.7,85.9,96.0
820081,CBM,False,train,Dec 2018,335.4,37.9,112.6,150.5,196.7,300.0,1269.0,92.4,538.5,532.1,1223.4,410.1,104.4,111.1,569.7,84.1,185.0
1115128,QUOT,False,train,Dec 2016,114.9,22.8,-19.2,3.5,160.3,145.8,952.0,-19.5,-238.4,275.2,362.8,253.6,45.9,23.5,51.0,186.5,71.9
1115128,QUOT,False,train,Dec 2017,140.8,17.8,-14.2,3.6,181.4,145.8,1095.1,-15.1,-287.3,322.1,629.1,484.5,80.3,23.5,231.0,191.0,81.2
1115128,QUOT,False,train,Dec 2018,206.2,25.0,-14.4,10.6,180.7,155.7,1014.5,-28.3,-322.1,387.0,662.4,444.9,92.1,23.5,282.3,186.8,112.1
1115128,QUOT,False,train,Dec 2019,263.6,31.4,-22.4,9.0,172.6,166.2,881.2,-37.1,-384.9,436.2,591.9,372.1,122.3,23.5,306.7,198.6,125.3
1115128,QUOT,False,train,Dec 2020,277.9,36.4,-50.1,-13.8,168.0,177.2,864.2,-65.4,-450.3,445.9,586.8,378.9,121.5,23.5,339.8,199.0,137.6
1556727,FNWB,False,train,Dec 2018,576.0,1.58,-2.0,641.0,1239.0,2272.0,165.65,7.11,81.61,42.64,1258.76,497.0,404.0,57.0,1086.49,1243.0,4.05
1556727,FNWB,False,train,Dec 2019,576.0,1.59,-2.0,641.0,1239.0,2272.0,194.56,9.01,86.16,44.81,1307.34,497.0,404.0,57.0,1130.48,1243.0,3.93
1556727,FNWB,False,train,Dec 2020,576.0,1.65,-2.0,641.0,1239.0,2272.0,159.86,10.34,92.66,59.8,1654.35,497.0,404.0,57.0,1467.97,1243.0,6.97
1556727,FNWB,False,train,Jun 2016,576.0,1.38,-2.0,641.0,1239.0,2272.0,161.5,3.99,77.3,33.58,1010.1,497.0,404.0,57.0,820.36,1243.0,2.8
1556727,FNWB,False,train,Jun 2017,576.0,1.47,-2.0,641.0,1239.0,2272.0,187.7,5.12,77.52,37.82,1087.68,497.0,404.0,57.0,909.96,1243.0,3.02
790414,GOTTQ,True,test,Jan 2004,432.0,13.0,18.0,31.0,236.0,93.0,300.0,5.0,40.0,669.0,316.0,175.0,80.0,153.0,203.0,220.0,7.0
790414,GOTTQ,True,test,Jan 2005,432.0,13.0,18.0,31.0,236.0,93.0,300.0,5.0,40.0,669.0,316.0,175.0,80.0,153.0,203.0,220.0,7.0
790414,GOTTQ,True,test,Jan 2006,437.0,12.0,17.0,31.0,239.0,97.0,300.0,5.0,45.0,677.0,335.0,188.0,91.0,160.0,215.0,223.0,7.0
790414,GOTTQ,True,test,Jan 2007,447.0,14.0,15.0,30.0,241.0,103.0,300.0,3.0,48.0,687.0,350.0,202.0,85.0,169.0,225.0,227.0,8.0
790414,GOTTQ,True,test,Jan 2008,421.0,19.0,-10.0,9.0,216.0,112.0,300.0,-12.0,35.0,636.0,332.0,179.0,74.0,149.0,220.0,226.0,7.0
822083,PCB,False,train,Aug 2007,5729.0,8.0,935.0,989.0,1948.0,3461.0,5865.0,24.0,168.0,246.0,3952.0,8804.0,679.0,6771.0,3549.0,971.0,83.0
822083,PCB,False,train,Dec 2008,5729.0,8.0,935.0,989.0,1948.0,3461.0,5865.0,24.0,168.0,246.0,3952.0,8804.0,679.0,6771.0,3549.0,971.0,83.0
822083,PCB,False,train,Dec 2009,5729.0,12.0,935.0,989.0,1948.0,3461.0,5865.0,31.0,187.0,495.0,4571.0,8804.0,679.0,6771.0,4145.0,971.0,119.0
822083,PCB,False,train,Dec 2010,5729.0,18.0,935.0,989.0,1948.0,3461.0,5865.0,32.0,207.0,612.0,5317.0,8804.0,679.0,6771.0,4869.0,971.0,82.0
822083,PCB,False,train,Dec 2011,5729.0,28.0,935.0,989.0,1948.0,3461.0,5865.0,53.0,244.0,661.0,5700.0,8804.0,679.0,6771.0,5178.0,971.0,146.0
722830,IMMU,False,train,Dec 2019,254.87,3.82,-316.98,-313.16,-254.58,257.77,4494.59,-357.19,-1310.41,0.29,671.72,638.7,71.76,0.58,404.49,70.26,0.29
722830,IMMU,False,train,Jun 2015,42.0,0.58,-45.98,-45.4,-36.35,96.63,383.72,-48.0,-309.47,5.65,105.78,103.49,12.08,0.58,110.3,9.87,1.2
722830,IMMU,False,train,Jun 2016,54.65,0.74,-58.71,-57.97,-51.42,97.35,222.33,-59.04,-368.5,3.23,56.95,52.95,15.42,0.35,114.48,7.59,0.75
722830,IMMU,False,train,Jun 2017,52.26,0.92,-147.77,-146.84,-49.17,98.08,974.04,-153.21,-521.71,3.09,162.57,157.3,122.24,0.58,222.04,29.98,0.49
722830,IMMU,False,train,Jun 2018,99.9,1.3,-250.48,-249.18,-97.74,218.76,4420.76,-273.84,-795.55,2.16,664.17,648.38,43.74,3123.0,264.49,43.31,0.05
1365790,GLG,False,test,Dec 2005,810.0,2.0,0.0,0.0,230.0,570.0,1.0,0.0,0.0,1040.0,467.0,1.0,1.0,74.0,110.0,0.0,390.0
1365790,GLG,False,test,Dec 2006,810.0,2.0,0.0,0.0,230.0,570.0,1.0,0.0,0.0,1040.0,467.0,1.0,1.0,74.0,110.0,0.0,390.0
1365790,GLG,False,test,Dec 2007,810.0,2.0,130.0,132.0,230.0,570.0,1.0,93.0,-139.0,1040.0,984.0,879.0,299.0,74.0,846.0,109.0,390.0
1365790,GLG,False,test,Dec 2008,875.0,3.0,-571.0,-568.0,-380.0,530.0,1.0,-630.0,-1242.0,495.0,490.0,406.0,336.0,74.0,866.0,200.0,42.0
1365790,GLG,False,test,Dec 2009,638.0,7.0,-349.0,-342.0,-337.0,521.0,1.0,-319.0,-1562.0,301.0,501.0,420.0,253.0,74.0,770.0,97.0,105.0
894253,PER,False,train,Dec 2004,1576.0,62.0,184.0,246.0,423.0,77.0,4605.2,111.0,494.0,1998.0,1371.0,603.0,260.0,173.0,410.0,249.0,278.0
894253,PER,False,train,Dec 2005,1576.0,62.0,184.0,246.0,423.0,77.0,4605.2,111.0,494.0,1998.0,1371.0,603.0,260.0,173.0,410.0,249.0,278.0
894253,PER,False,train,Dec 2006,1905.0,79.0,125.0,204.0,393.0,84.0,4605.2,81.0,575.0,2298.0,1581.0,783.0,301.0,173.0,476.0,280.0,338.0
894253,PER,False,train,Dec 2007,2130.0,104.0,193.0,297.0,482.0,213.0,4605.2,115.0,698.0,2612.0,1900.0,759.0,330.0,173.0,657.0,298.0,477.0
894253,PER,False,train,Dec 2008,2292.0,112.0,197.0,309.0,487.0,181.0,4605.2,117.0,815.0,2779.0,1978.0,806.0,361.0,173.0,673.0,301.0,443.0
1051628,ANNRF,False,test,Dec 2000,1060.0,0.0,-118.0,-118.0,259.0,423.0,3036.0,-132.0,-227.0,226.0,1030.0,551.0,606.0,368.0,895.0,203.0,88.0
1051628,ANNRF,False,test,Dec 2001,1060.0,0.0,-118.0,-118.0,259.0,423.0,3036.0,-132.0,-227.0,226.0,1030.0,551.0,606.0,368.0,895.0,203.0,88.0
1051628,ANNRF,False,test,Dec 2002,1060.0,0.0,-118.0,-118.0,259.0,423.0,3036.0,-132.0,-227.0,226.0,1030.0,551.0,606.0,368.0,895.0,203.0,88.0
1051628,ANNRF,False,test,Dec 2003,1060.0,0.0,-118.0,-118.0,259.0,423.0,3036.0,-132.0,-227.0,226.0,1030.0,551.0,606.0,368.0,895.0,203.0,88.0
1051628,ANNRF,False,test,Dec 2004,1060.0,0.0,-63.0,-62.0,259.0,423.0,3036.0,-68.0,-296.0,77.0,289.0,551.0,606.0,368.0,223.0,203.0,87.0
1402829,ORN,False,train,Dec 2016,510.8,34.2,4.1,38.3,67.5,82.1,275.6,-3.6,61.8,578.2,447.7,195.1,117.5,5.4,221.5,65.0,177.1
1402829,ORN,False,train,Dec 2017,516.3,29.5,1.6,31.1,62.2,63.2,220.4,0.4,62.8,578.6,433.3,191.8,122.0,4.4,202.0,61.4,174.2
1402829,ORN,False,train,Dec 2018,504.1,31.8,-98.7,-66.9,16.8,76.1,124.0,-94.4,-31.9,520.9,312.9,137.1,86.3,1.1,171.3,51.1,122.3
1402829,ORN,False,train,Dec 2019,644.3,33.6,3.3,36.9,64.0,68.0,153.6,-5.4,-37.2,708.4,394.8,212.0,149.8,1.1,256.8,63.7,204.1
1402829,ORN,False,train,Dec 2020,625.2,33.1,27.1,60.2,84.7,29.5,151.1,20.2,-17.0,709.9,414.2,235.4,180.6,1.5,254.7,67.2,225.0
1581720,LOXO,False,test,Dec 2013,3379.0,0.0,-20.7,-20.7,21.3,267.0,195.4,-20.7,-10.3,21.3,15.0,15.0,0.4,16.0,25.3,20.7,150.0
1581720,LOXO,False,test,Dec 2014,3379.0,0.0,-20.7,-20.7,21.3,267.0,195.4,-20.7,-31.0,21.3,114.5,107.8,1.8,16.0,1.8,20.7,150.0
1581720,LOXO,False,test,Dec 2015,3379.0,0.0,-36.1,-36.1,21.3,267.0,557.0,-35.9,-66.8,21.3,157.5,156.6,2.9,16.0,2.9,36.1,150.0
1581720,LOXO,False,test,Dec 2016,3379.0,0.1,-73.2,-73.1,21.3,267.0,696.4,-72.4,-139.2,21.3,145.3,141.8,15.1,16.0,15.1,73.2,150.0
1581720,LOXO,False,test,Dec 2017,3379.0,0.1,-152.4,-152.3,21.3,267.0,2524.7,-148.9,-288.1,21.3,783.4,781.8,221.6,16.0,405.2,173.7,150.0
67472,MOLX,False,train,Jun 2009,2115.0,239.0,138.0,376.0,893.0,183.0,3177.0,77.0,2232.0,3007.0,3237.0,1776.0,913.0,469.0,1251.0,755.0,735.0
67472,MOLX,False,train,Jun 2010,2115.0,239.0,138.0,376.0,893.0,183.0,3177.0,77.0,2232.0,3007.0,3237.0,1776.0,913.0,469.0,1251.0,755.0,735.0
67472,MOLX,False,train,Jun 2011,2499.0,242.0,430.0,672.0,1088.0,223.0,4519.0,299.0,2408.0,3587.0,3598.0,2055.0,882.0,536.0,1230.0,658.0,811.0
67472,MOLX,False,train,Jun 2012,2421.0,237.0,399.0,636.0,1068.0,150.0,4225.0,281.0,2545.0,3489.0,3612.0,2079.0,887.0,532.0,1170.0,669.0,751.0
67472,MOLX,False,train,Jun 2013,2557.0,235.0,352.0,587.0,1063.0,310.0,5223.0,244.0,2624.0,3620.0,3587.0,2044.0,659.0,532.0,1064.0,711.0,703.0
1035443,ARE,False,test,Dec 2016,278.0,313.0,57.0,371.0,643.0,4136.0,9742.0,-66.0,20.0,922.0,10355.0,202.0,703.0,94.0,4973.0,377.0,48.0
1035443,ARE,False,test,Dec 2017,326.0,417.0,323.0,740.0,802.0,4715.0,13031.0,169.0,20.0,1128.0,12104.0,348.0,741.0,94.0,5621.0,492.0,49.0
1035443,ARE,False,test,Dec 2018,381.0,478.0,560.0,1038.0,946.0,5270.0,12793.0,379.0,20.0,1327.0,14465.0,348.0,1061.0,94.0,6570.0,568.0,49.0
1035443,ARE,False,test,Dec 2019,445.0,545.0,578.0,1122.0,1086.0,6393.0,19519.0,363.0,20.0,1531.0,18391.0,336.0,1261.0,94.0,8224.0,653.0,51.0
1035443,ARE,False,test,Dec 2020,530.0,641.0,999.0,1697.0,1355.0,7463.0,24361.0,771.0,20.0,1886.0,22828.0,728.0,1146.0,94.0,9384.0,831.0,49.0
802301,SGICQ,True,train,Jun 2004,465.0,56.0,-68.0,-12.0,265.0,262.0,714.0,-76.0,-1722.0,730.0,452.0,316.0,267.0,76.0,643.0,361.0,108.0
802301,SGICQ,True,train,Jun 2005,465.0,56.0,-68.0,-12.0,265.0,262.0,714.0,-76.0,-1722.0,730.0,452.0,316.0,267.0,76.0,643.0,361.0,108.0
802301,SGICQ,True,train,Jun 2006,320.0,45.0,-133.0,-88.0,198.0,0.0,714.0,-146.0,-1868.0,519.0,380.0,261.0,317.0,50.0,711.0,325.0,66.0
802301,SGICQ,True,train,Jun 2007,254.0,54.0,-86.0,-32.0,87.0,85.0,714.0,-104.0,-104.0,341.0,409.0,235.0,183.0,54.0,325.0,173.0,48.0
802301,SGICQ,True,train,Jun 2008,251.0,39.0,-127.0,-88.0,103.0,120.0,714.0,-144.0,-257.0,354.0,415.0,230.0,245.0,73.0,472.0,231.0,54.0
1011657,TIE,False,train,Dec 2007,864.0,48.0,220.0,267.0,288.0,908.0,1595.0,163.0,697.0,1152.0,1368.0,789.0,152.0,570.0,288.0,68.0,148.0
1011657,TIE,False,train,Dec 2008,864.0,48.0,220.0,267.0,288.0,908.0,1595.0,163.0,697.0,1152.0,1368.0,789.0,152.0,570.0,288.0,68.0,148.0
1011657,TIE,False,train,Dec 2009,661.0,52.0,55.0,106.0,113.0,908.0,2249.0,35.0,731.0,774.0,1379.0,807.0,105.0,476.0,272.0,58.0,127.0
1011657,TIE,False,train,Dec 2010,678.0,53.0,121.0,173.0,179.0,908.0,3096.0,81.0,812.0,857.0,1498.0,941.0,123.0,471.0,288.0,58.0,151.0
1011657,TIE,False,train,Dec 2011,822.0,51.0,175.0,225.0,224.0,908.0,2699.0,114.0,886.0,1045.0,1622.0,960.0,183.0,678.0,404.0,49.0,184.0
1723128,AMRX,False,train,Dec 2016,421.0,33.0,270.0,303.0,597.0,1355.0,1723.0,207.0,-21.0,1018.0,1342.0,772.0,297.0,284.0,1717.0,324.0,383.0
1723128,AMRX,False,train,Dec 2017,507.0,46.0,242.0,288.0,526.0,1355.0,1723.0,168.0,-21.0,1034.0,1342.0,772.0,297.0,284.0,1717.0,301.0,383.0
1723128,AMRX,False,train,Dec 2018,947.0,137.0,-59.0,78.0,716.0,2631.0,1723.0,-170.0,-21.0,1663.0,4353.0,1287.0,554.0,457.0,3456.0,438.0,565.0
1723128,AMRX,False,train,Dec 2019,1273.0,207.0,-52.0,155.0,353.0,2609.0,709.0,-362.0,-378.0,1626.0,3666.0,1210.0,550.0,381.0,3319.0,492.0,636.0
1723128,AMRX,False,train,Dec 2020,1364.0,235.0,110.0,346.0,628.0,2772.0,675.0,91.0,-287.0,1993.0,4006.0,1552.0,677.0,491.0,3661.0,517.0,674.0
1601669,WTRE,False,train,Dec 2016,215.0,0.0,11.0,11.0,557.0,3508.0,501.0,147.0,62.0,664.0,2383.0,367.0,818.0,18.0,1205.0,255.0,214.0
1601669,WTRE,False,train,Dec 2017,215.0,0.0,11.0,11.0,557.0,3508.0,501.0,11.0,53.0,645.0,3015.0,367.0,818.0,18.0,1846.0,255.0,220.0
1601669,WTRE,False,train,Dec 2018,215.0,0.0,-35.0,-35.0,557.0,3508.0,501.0,-35.0,-1.0,596.0,3373.0,367.0,818.0,18.0,2262.0,255.0,314.0
1601669,WTRE,False,train,Dec 2019,215.0,0.0,68.0,68.0,557.0,3508.0,501.0,63.0,43.0,710.0,3551.0,367.0,818.0,18.0,2626.0,255.0,445.0
1601669,WTRE,False,train,Dec 2020,215.0,0.0,77.0,77.0,557.0,3508.0,688.0,65.0,104.0,704.0,3532.0,367.0,818.0,18.0,2538.0,255.0,511.0
27425,AICOQ,False,train,Aug 1999,532.0,33.0,18.0,51.0,79.0,147.0,3476.0,4.0,87.0,611.0,480.0,182.0,127.0,78.0,324.0,57.0,85.0
27425,AICOQ,False,train,Aug 2000,532.0,33.0,18.0,51.0,79.0,147.0,3476.0,4.0,87.0,611.0,480.0,182.0,127.0,78.0,324.0,57.0,85.0
27425,AICOQ,False,train,Aug 2001,489.0,34.0,-32.0,2.0,41.0,170.0,3476.0,-37.0,47.0,529.0,459.0,151.0,133.0,58.0,343.0,71.0,64.0
27425,AICOQ,False,train,Aug 2002,527.0,36.0,-5.0,31.0,49.0,179.0,3476.0,-21.0,26.0,576.0,450.0,147.0,136.0,52.0,359.0,56.0,71.0
27425,AICOQ,False,train,Aug 2003,373.0,24.0,14.0,38.0,51.0,175.0,3476.0,-110.0,-86.0,424.0,230.0,70.0,55.0,19.0,272.0,37.0,40.0
1593222,CIO,False,train,Dec 2016,28.3,30.2,14.2,44.4,44.2,317.6,321.1,-0.8,-53.6,72.5,661.5,49.5,78.6,10.7,405.4,36.7,17.3
1593222,CIO,False,train,Dec 2017,42.9,41.6,27.9,69.5,63.6,489.5,468.5,5.8,-87.0,106.5,896.5,95.5,35.0,10.7,536.7,48.4,20.1
1593222,CIO,False,train,Dec 2018,49.9,52.4,61.0,113.3,79.6,497.9,405.3,38.2,-92.1,129.5,1100.4,76.6,179.6,10.7,702.1,60.5,26.1
1593222,CIO,False,train,Dec 2019,57.3,59.2,30.8,90.0,99.0,607.3,738.1,1.8,-142.4,156.3,1228.5,124.1,35.4,10.7,679.3,70.2,32.1
1593222,CIO,False,train,Dec 2020,58.3,60.4,31.5,91.9,102.5,602.2,424.0,4.5,-173.0,160.8,1157.3,125.0,108.2,10.7,739.4,71.1,33.0
863157,PETM,False,train,Jan 2010,4309.0,237.0,503.0,740.0,1804.0,147.0,5861.0,290.0,1507.0,6113.0,2544.0,1264.0,681.0,645.0,1390.0,1301.0,54.0
863157,PETM,False,train,Jan 2011,4309.0,237.0,503.0,740.0,1804.0,147.0,5861.0,290.0,1507.0,6113.0,2544.0,1264.0,681.0,645.0,1390.0,1301.0,54.0
863157,PETM,False,train,Jan 2012,4309.0,237.0,503.0,740.0,1804.0,147.0,5861.0,290.0,1507.0,6113.0,2544.0,1264.0,681.0,645.0,1390.0,1301.0,54.0
863157,PETM,False,train,Jan 2013,4696.0,238.0,651.0,890.0,2062.0,147.0,7170.0,390.0,1828.0,6758.0,2537.0,1317.0,755.0,679.0,1413.0,1411.0,72.0
863157,PETM,False,train,Jan 2014,4801.0,235.0,693.0,929.0,2116.0,147.0,6572.0,420.0,2173.0,6917.0,2522.0,1318.0,794.0,740.0,1428.0,1423.0,73.0
1333513,TRAK,False,train,Dec 2010,197.0,51.0,64.0,114.0,156.0,0.0,1141.0,65.0,53.0,353.0,660.0,168.0,74.0,147.0,166.0,142.0,56.0
1333513,TRAK,False,train,Dec 2011,197.0,51.0,64.0,114.0,156.0,0.0,1141.0,65.0,53.0,353.0,660.0,168.0,74.0,147.0,166.0,142.0,56.0
1333513,TRAK,False,train,Dec 2012,221.0,52.0,44.0,95.0,168.0,162.0,1231.0,20.0,74.0,389.0,911.0,261.0,89.0,147.0,339.0,154.0,44.0
1333513,TRAK,False,train,Dec 2013,210.0,63.0,18.0,80.0,272.0,170.0,2116.0,6.0,80.0,482.0,912.0,231.0,95.0,147.0,311.0,261.0,74.0
1333513,TRAK,False,train,Dec 2014,470.0,137.0,5.0,142.0,384.0,887.0,2403.0,-17.0,62.0,854.0,2361.0,542.0,189.0,147.0,1262.0,397.0,135.0
943452,WAB,False,train,Dec 2016,2007.0,70.0,463.0,533.0,924.0,1763.0,7922.0,305.0,2553.0,2931.0,6581.0,2868.0,1447.0,659.0,3604.0,468.0,943.0
943452,WAB,False,train,Dec 2017,2816.0,103.0,430.0,533.0,1065.0,1823.0,7820.0,262.0,2773.0,3882.0,6580.0,2265.0,1573.0,743.0,3751.0,644.0,1167.0
943452,WAB,False,train,Dec 2018,3130.0,109.0,480.0,589.0,1234.0,3793.0,6787.0,295.0,3022.0,4364.0,8649.0,4450.0,1647.0,845.0,5780.0,761.0,1147.0
943452,WAB,False,train,Dec 2019,5922.0,319.0,666.0,985.0,2278.0,4334.0,14914.0,327.0,3267.0,8200.0,18944.0,4192.0,3258.0,1773.0,8951.0,1615.0,1664.0
943452,WAB,False,train,Dec 2020,5419.0,385.0,756.0,1141.0,2137.0,3792.0,13827.0,414.0,3589.0,7556.0,18454.0,3880.0,3226.0,1642.0,8301.0,1392.0,1412.0
1301611,LPNT,False,train,Dec 2013,2305.0,228.0,309.0,537.0,2124.0,1794.0,2491.0,128.0,1347.0,4429.0,5587.0,1594.0,1056.0,102.0,3354.0,1815.0,596.0
1301611,LPNT,False,train,Dec 2014,2834.0,251.0,384.0,634.0,2467.0,2170.0,3205.0,126.0,1473.0,5301.0,5355.0,1223.0,583.0,115.0,3173.0,2084.0,786.0
1301611,LPNT,False,train,Dec 2015,3312.0,279.0,427.0,706.0,2703.0,2644.0,3166.0,182.0,1655.0,6014.0,5997.0,1266.0,619.0,128.0,3688.0,2276.0,744.0
1301611,LPNT,False,train,Dec 2016,4114.0,345.0,377.0,722.0,3160.0,2892.0,2269.0,122.0,1777.0,7274.0,6319.0,1315.0,788.0,154.0,4091.0,2782.0,913.0
1301611,LPNT,False,train,Dec 2017,4113.0,351.0,318.0,668.0,3151.0,2877.0,1960.0,102.0,1879.0,7263.0,6286.0,1265.0,745.0,153.0,4001.0,2833.0,822.0
1680062,ACMR,False,train,Dec 2016,14.0,0.2,3.2,3.4,13.3,18.0,80.6,1.0,-9.6,27.4,44.5,40.3,17.1,11.7,42.0,9.8,17.8
1680062,ACMR,False,train,Dec 2017,19.3,0.3,0.0,0.2,17.2,18.0,80.6,-0.3,-10.0,36.5,67.9,62.9,21.8,15.4,28.0,16.5,29.3
1680062,ACMR,False,train,Dec 2018,40.2,0.4,7.9,8.3,34.4,18.0,174.2,6.6,-3.4,74.6,103.0,96.0,46.1,38.8,50.7,28.0,28.2
1680062,ACMR,False,train,Dec 2019,56.9,0.8,19.7,20.5,50.7,18.0,332.9,18.9,15.5,107.5,217.7,198.4,53.5,44.8,120.4,32.9,33.7
1680062,ACMR,False,train,Dec 2020,87.0,1.1,20.3,21.3,69.6,18.0,1519.3,18.8,34.3,156.6,341.3,260.7,102.9,88.6,133.1,48.1,66.1
1520300,ASBB,False,train,Dec 2012,46.8,1.19,39.4,78.3,160.0,304.3,85.56,0.86,68.57,27.96,749.35,39.8,53.8,18.0,637.83,118.8,5356.0
1520300,ASBB,False,train,Dec 2013,46.8,1.07,39.4,78.3,160.0,304.3,86.94,1.45,70.02,26.79,733.03,39.8,53.8,18.0,631.95,118.8,5356.0
1520300,ASBB,False,train,Dec 2014,46.8,0.91,39.4,78.3,160.0,304.3,94.14,2.49,72.51,26.3,760.04,39.8,53.8,18.0,665.64,118.8,5356.0
1520300,ASBB,False,train,Dec 2015,46.8,0.82,39.4,78.3,160.0,304.3,103.46,3.58,76.09,29.46,782.85,39.8,53.8,18.0,693.17,118.8,5356.0
1520300,ASBB,False,train,Dec 2016,46.8,0.78,39.4,78.3,160.0,304.3,112.69,1.22,77.31,32.66,795.82,39.8,53.8,18.0,704.69,118.8,5356.0
871763,MAN,False,train,Dec 2016,16320.0,85.0,751.0,836.0,3334.0,786.0,5952.0,444.0,2291.0,19654.0,7574.0,5133.0,3659.0,377.0,5128.0,2588.0,4413.0
871763,MAN,False,train,Dec 2017,17550.0,84.0,787.0,871.0,3485.0,478.0,8333.0,545.0,2713.0,21034.0,8884.0,6171.0,4810.0,377.0,6026.0,2695.0,5371.0
871763,MAN,False,train,Dec 2018,18412.0,86.0,802.0,888.0,3579.0,1025.0,3937.0,557.0,3158.0,21991.0,8520.0,5997.0,4176.0,377.0,5821.0,2782.0,5276.0
871763,MAN,False,train,Dec 2019,17488.0,77.0,730.0,807.0,3375.0,1012.0,5697.0,466.0,3494.0,20864.0,9224.0,6485.0,4441.0,377.0,6462.0,2666.0,5273.0
871763,MAN,False,train,Dec 2020,15176.0,76.0,191.0,267.0,2825.0,1104.0,5011.0,24.0,3389.0,18001.0,9328.0,6666.0,4685.0,377.0,6875.0,2570.0,4912.0
1389050,AROC,False,train,Dec 2016,588.9,209.0,-5.5,203.5,218.2,1441.7,931.1,-54.6,-2227.2,807.1,2414.8,215.7,106.5,93.8,1729.9,114.5,111.7
1389050,AROC,False,train,Dec 2017,607.5,188.6,46.1,234.7,187.2,1417.1,745.0,19.0,-2241.2,794.7,2408.0,221.2,130.9,90.7,1672.4,111.5,113.4
1389050,AROC,False,train,Dec 2018,639.3,174.9,128.6,303.6,265.1,1529.5,969.3,21.1,-2263.7,904.4,2552.5,256.2,150.7,76.3,1710.9,101.6,163.2
1389050,AROC,False,train,Dec 2019,644.3,191.0,163.1,354.2,321.2,1842.5,1525.4,97.3,-2244.9,965.5,3110.0,232.2,138.7,74.5,2024.0,117.7,144.9
1389050,AROC,False,train,Dec 2020,570.3,196.6,19.7,216.3,304.6,1688.9,1324.7,-68.4,-2402.0,875.0,2779.7,182.0,111.7,63.7,1844.2,105.1,104.4
1020859,UNFI,False,train,Jul 2017,7846.0,86.0,231.0,317.0,1429.0,373.0,1950.0,130.0,1235.0,9274.0,2887.0,1663.0,704.0,1032.0,1205.0,1196.0,526.0
1020859,UNFI,False,train,Jul 2018,8707.0,88.0,226.0,314.0,1520.0,309.0,1623.0,163.0,1400.0,10227.0,2964.0,1789.0,699.0,1136.0,1119.0,1275.0,580.0
1020859,UNFI,False,train,Jul 2019,19121.0,248.0,-160.0,88.0,3220.0,2819.0,521.0,-285.0,1109.0,22341.0,7174.0,3559.0,2109.0,2191.0,5670.0,2941.0,1067.0
1020859,UNFI,False,train,Jul 2020,22670.0,282.0,-150.0,132.0,3889.0,2427.0,1086.0,-274.0,838.0,26559.0,7587.0,3705.0,2370.0,2282.0,6445.0,3513.0,1120.0
1020859,UNFI,False,train,Jul 2021,23011.0,285.0,387.0,672.0,3939.0,2175.0,1868.0,149.0,978.0,26950.0,7525.0,3550.0,2487.0,2247.0,6011.0,3508.0,1103.0
1173942,WRS,False,train,Dec 2001,11.0,0.0,-1.0,-1.0,3.0,10.0,407.9,-1.0,-1.0,14.0,75.0,9.0,3.0,92.0,10.0,4.0,1.0
1173942,WRS,False,train,Dec 2002,11.0,0.0,-1.0,-1.0,3.0,10.0,407.9,-1.0,-1.0,14.0,75.0,9.0,3.0,92.0,10.0,4.0,1.0
1173942,WRS,False,train,Dec 2003,3.0,3.0,5.0,8.0,11.0,77.0,407.9,1.0,-3.0,14.0,188.0,20.0,2.0,92.0,78.0,6.0,2.0
1173942,WRS,False,train,Dec 2004,1.0,7.0,12.0,19.0,31.0,187.0,407.9,4.0,-6.0,32.0,324.0,14.0,5.0,92.0,194.0,19.0,5.0
